[2025-10-04 06:50:11,719] INFO: Logging to data/logs/fetch_author_metrics_20251004_065011.log
[2025-10-04 06:50:12,767] WARNING: HTTP 429 from https://api.openalex.org/authors/A5070032603; retrying (attempt 1/3)
[2025-10-04 06:50:15,730] WARNING: HTTP 429 from https://api.openalex.org/authors/A5086209639; retrying (attempt 1/3)
[2025-10-04 06:50:17,541] WARNING: HTTP 429 from https://api.openalex.org/authors/A5084794761; retrying (attempt 1/3)
[2025-10-04 06:50:19,228] WARNING: HTTP 429 from https://api.openalex.org/authors/A5109335726; retrying (attempt 1/3)
[2025-10-04 06:50:21,105] WARNING: HTTP 429 from https://api.openalex.org/authors/A5010143483; retrying (attempt 1/3)
[2025-10-04 06:50:24,008] WARNING: HTTP 429 from https://api.openalex.org/authors/A5055718766; retrying (attempt 1/3)
[2025-10-04 06:50:25,717] WARNING: HTTP 429 from https://api.openalex.org/authors/A5065053670; retrying (attempt 1/3)
[2025-10-04 06:50:27,398] WARNING: HTTP 429 from https://api.openalex.org/authors/A5029718330; retrying (attempt 1/3)
[2025-10-04 06:50:29,138] WARNING: HTTP 429 from https://api.openalex.org/authors/A5020766540; retrying (attempt 1/3)
[2025-10-04 06:50:30,819] WARNING: HTTP 429 from https://api.openalex.org/authors/A5049344986; retrying (attempt 1/3)
[2025-10-04 06:50:32,677] WARNING: HTTP 429 from https://api.openalex.org/authors/A5113569616; retrying (attempt 1/3)
[2025-10-04 06:50:34,575] WARNING: HTTP 429 from https://api.openalex.org/authors/A5080173650; retrying (attempt 1/3)
[2025-10-04 06:50:36,389] WARNING: HTTP 429 from https://api.openalex.org/authors/A5067337817; retrying (attempt 1/3)
[2025-10-04 06:50:38,102] WARNING: HTTP 429 from https://api.openalex.org/authors/A5040335896; retrying (attempt 1/3)
[2025-10-04 06:50:39,882] WARNING: HTTP 429 from https://api.openalex.org/authors/A5079772694; retrying (attempt 1/3)
[2025-10-04 06:50:41,571] WARNING: HTTP 429 from https://api.openalex.org/authors/A5049499964; retrying (attempt 1/3)
[2025-10-04 06:50:43,480] WARNING: HTTP 429 from https://api.openalex.org/authors/A5077303655; retrying (attempt 1/3)
[2025-10-04 06:50:45,167] WARNING: HTTP 429 from https://api.openalex.org/authors/A5035453779; retrying (attempt 1/3)
[2025-10-04 06:50:46,883] WARNING: HTTP 429 from https://api.openalex.org/authors/A5004952410; retrying (attempt 1/3)
[2025-10-04 06:50:48,571] WARNING: HTTP 429 from https://api.openalex.org/authors/A5035368724; retrying (attempt 1/3)
[2025-10-04 06:50:50,249] WARNING: HTTP 429 from https://api.openalex.org/authors/A5015394037; retrying (attempt 1/3)
[2025-10-04 06:50:51,978] WARNING: HTTP 429 from https://api.openalex.org/authors/A5108618818; retrying (attempt 1/3)
[2025-10-04 06:50:53,673] WARNING: HTTP 429 from https://api.openalex.org/authors/A5080622790; retrying (attempt 1/3)
[2025-10-04 06:50:55,444] WARNING: HTTP 429 from https://api.openalex.org/authors/A5031130984; retrying (attempt 1/3)
[2025-10-04 06:50:57,228] WARNING: HTTP 429 from https://api.openalex.org/authors/A5008482024; retrying (attempt 1/3)
[2025-10-04 06:50:58,919] WARNING: HTTP 429 from https://api.openalex.org/authors/A5013092722; retrying (attempt 1/3)
[2025-10-04 06:51:00,605] WARNING: HTTP 429 from https://api.openalex.org/authors/A5034107669; retrying (attempt 1/3)
[2025-10-04 06:51:02,475] WARNING: HTTP 429 from https://api.openalex.org/authors/A5073325578; retrying (attempt 1/3)
[2025-10-04 06:51:04,163] WARNING: HTTP 429 from https://api.openalex.org/authors/A5022758375; retrying (attempt 1/3)
[2025-10-04 06:51:05,863] WARNING: HTTP 429 from https://api.openalex.org/authors/A5081438881; retrying (attempt 1/3)
[2025-10-04 06:51:07,560] WARNING: HTTP 429 from https://api.openalex.org/authors/A5082325988; retrying (attempt 1/3)
[2025-10-04 06:51:09,278] WARNING: HTTP 429 from https://api.openalex.org/authors/A5081415562; retrying (attempt 1/3)
[2025-10-04 06:51:11,074] WARNING: HTTP 429 from https://api.openalex.org/authors/A5069240657; retrying (attempt 1/3)
[2025-10-04 06:51:12,809] WARNING: HTTP 429 from https://api.openalex.org/authors/A5072804336; retrying (attempt 1/3)
[2025-10-04 06:51:14,569] WARNING: HTTP 429 from https://api.openalex.org/authors/A5060613378; retrying (attempt 1/3)
[2025-10-04 06:51:16,297] WARNING: HTTP 429 from https://api.openalex.org/authors/A5015608769; retrying (attempt 1/3)
[2025-10-04 06:51:18,019] WARNING: HTTP 429 from https://api.openalex.org/authors/A5076324446; retrying (attempt 1/3)
[2025-10-04 06:51:19,760] WARNING: HTTP 429 from https://api.openalex.org/authors/A5042190192; retrying (attempt 1/3)
[2025-10-04 06:51:21,469] WARNING: HTTP 429 from https://api.openalex.org/authors/A5063855248; retrying (attempt 1/3)
[2025-10-04 06:51:23,187] WARNING: HTTP 429 from https://api.openalex.org/authors/A5070032603; retrying (attempt 1/3)
[2025-10-04 06:51:24,959] WARNING: HTTP 429 from https://api.openalex.org/authors/A5013565849; retrying (attempt 1/3)
[2025-10-04 06:51:26,646] WARNING: HTTP 429 from https://api.openalex.org/authors/A5086209639; retrying (attempt 1/3)
[2025-10-04 06:51:28,366] WARNING: HTTP 429 from https://api.openalex.org/authors/A5084794761; retrying (attempt 1/3)
[2025-10-04 06:51:30,053] WARNING: HTTP 429 from https://api.openalex.org/authors/A5109335726; retrying (attempt 1/3)
[2025-10-04 06:51:31,768] WARNING: HTTP 429 from https://api.openalex.org/authors/A5010143483; retrying (attempt 1/3)
[2025-10-04 06:51:33,476] WARNING: HTTP 429 from https://api.openalex.org/authors/A5073387012; retrying (attempt 1/3)
[2025-10-04 06:51:35,240] WARNING: HTTP 429 from https://api.openalex.org/authors/A5055718766; retrying (attempt 1/3)
[2025-10-04 06:51:36,942] WARNING: HTTP 429 from https://api.openalex.org/authors/A5065053670; retrying (attempt 1/3)
[2025-10-04 06:51:38,844] WARNING: HTTP 429 from https://api.openalex.org/authors/A5029718330; retrying (attempt 1/3)
[2025-10-04 06:51:40,530] WARNING: HTTP 429 from https://api.openalex.org/authors/A5020766540; retrying (attempt 1/3)
[2025-10-04 06:51:42,319] WARNING: HTTP 429 from https://api.openalex.org/authors/A5049344986; retrying (attempt 1/3)
[2025-10-04 06:51:44,122] WARNING: HTTP 429 from https://api.openalex.org/authors/A5113569616; retrying (attempt 1/3)
[2025-10-04 06:51:45,834] WARNING: HTTP 429 from https://api.openalex.org/authors/A5080173650; retrying (attempt 1/3)
[2025-10-04 06:51:47,546] WARNING: HTTP 429 from https://api.openalex.org/authors/A5067337817; retrying (attempt 1/3)
[2025-10-04 06:51:49,327] WARNING: HTTP 429 from https://api.openalex.org/authors/A5040335896; retrying (attempt 1/3)
[2025-10-04 06:51:51,004] WARNING: HTTP 429 from https://api.openalex.org/authors/A5079772694; retrying (attempt 1/3)
[2025-10-04 06:51:52,719] WARNING: HTTP 429 from https://api.openalex.org/authors/A5049499964; retrying (attempt 1/3)
[2025-10-04 06:51:54,475] WARNING: HTTP 429 from https://api.openalex.org/authors/A5077303655; retrying (attempt 1/3)
[2025-10-04 06:51:56,154] WARNING: HTTP 429 from https://api.openalex.org/authors/A5035453779; retrying (attempt 1/3)
[2025-10-04 06:51:57,954] WARNING: HTTP 429 from https://api.openalex.org/authors/A5004952410; retrying (attempt 1/3)
[2025-10-04 06:51:59,758] WARNING: HTTP 429 from https://api.openalex.org/authors/A5035368724; retrying (attempt 1/3)
[2025-10-04 06:52:01,540] WARNING: HTTP 429 from https://api.openalex.org/authors/A5015394037; retrying (attempt 1/3)
[2025-10-04 06:52:03,249] WARNING: HTTP 429 from https://api.openalex.org/authors/A5108618818; retrying (attempt 1/3)
[2025-10-04 06:52:04,932] WARNING: HTTP 429 from https://api.openalex.org/authors/A5080622790; retrying (attempt 1/3)
[2025-10-04 06:52:06,781] WARNING: HTTP 429 from https://api.openalex.org/authors/A5031130984; retrying (attempt 1/3)
[2025-10-04 06:52:08,474] WARNING: HTTP 429 from https://api.openalex.org/authors/A5008482024; retrying (attempt 1/3)
[2025-10-04 06:52:10,163] WARNING: HTTP 429 from https://api.openalex.org/authors/A5013092722; retrying (attempt 1/3)
[2025-10-04 06:52:11,958] WARNING: HTTP 429 from https://api.openalex.org/authors/A5034107669; retrying (attempt 1/3)
[2025-10-04 06:52:13,645] WARNING: HTTP 429 from https://api.openalex.org/authors/A5073325578; retrying (attempt 1/3)
[2025-10-04 06:52:15,492] WARNING: HTTP 429 from https://api.openalex.org/authors/A5022758375; retrying (attempt 1/3)
[2025-10-04 06:52:17,184] WARNING: HTTP 429 from https://api.openalex.org/authors/A5081438881; retrying (attempt 1/3)
[2025-10-04 06:52:19,052] WARNING: HTTP 429 from https://api.openalex.org/authors/A5082325988; retrying (attempt 1/3)
[2025-10-04 06:52:20,760] WARNING: HTTP 429 from https://api.openalex.org/authors/A5081415562; retrying (attempt 1/3)
[2025-10-04 06:52:22,454] WARNING: HTTP 429 from https://api.openalex.org/authors/A5069240657; retrying (attempt 1/3)
[2025-10-04 06:52:24,136] WARNING: HTTP 429 from https://api.openalex.org/authors/A5072804336; retrying (attempt 1/3)
[2025-10-04 06:52:25,841] WARNING: HTTP 429 from https://api.openalex.org/authors/A5060613378; retrying (attempt 1/3)
[2025-10-04 06:52:27,529] WARNING: HTTP 429 from https://api.openalex.org/authors/A5015608769; retrying (attempt 1/3)
[2025-10-04 06:52:29,235] WARNING: HTTP 429 from https://api.openalex.org/authors/A5076324446; retrying (attempt 1/3)
[2025-10-04 06:52:30,927] WARNING: HTTP 429 from https://api.openalex.org/authors/A5042190192; retrying (attempt 1/3)
[2025-10-04 06:52:32,677] INFO: [diff] H_index: 0 rows changed; total delta = 0.0
[2025-10-04 06:52:32,677] INFO: [diff] I10_index: 0 rows changed; total delta = 0.0
[2025-10-04 06:52:32,678] INFO: [diff] Works_count: 0 rows changed; total delta = 0.0
[2025-10-04 06:52:32,678] INFO: [diff] Total_citations: 7 rows changed; total delta = 33.0
[2025-10-04 06:52:32,681] INFO: [ok] Wrote: data/roster_with_metrics.csv
